NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL
,mjupiter,au,day,,deg,jd,m/s,,,,
Kepler-222 b,,0.0487958,3.936981,,90,2455002.65076,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-334 b,,0.0607596,5.470319,,90,2454964.49467,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 114783 b,1.10505,1.15987,493.7,0.144,86,2453806,31.9,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V
GJ 581 e,0.00613456,0.028459,3.14945,0.32,236,2454750.31,1.96,Forveille 2011,http://xxx.lanl.gov/abs/1109.2505,Mayor 2009,http://adsabs.harvard.edu/abs/2009A%26A...507..487M
Kepler-327 c,,0.0588339,5.212333,,90,2454965.70664,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-419 b,,0.370106,69.7546,0.833,95.2,,,Dawson 2014,http://adsabs.harvard.edu/abs/2014ApJ...791...89D,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
epsilon Ret b,1.37669,1.19471,428.1,0.06,216,2450836,32.2,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2001,http://adsabs.harvard.edu/abs/2001ApJ...555..410B
GJ 674 b,0.034879,0.0386657,4.6938,0.2,143,2453780.085,8.7,Bonfils 2007,http://adsabs.harvard.edu/abs/2007A%26A...474..293B,Bonfils 2007,http://adsabs.harvard.edu/abs/2007A%26A...474..293B
HD 7924 c,0.0248402,0.113438,15.299,0.098,27,2455583.619,2.31,Fulton 2015,http://adsabs.harvard.edu/abs/2015ApJ...805..175F,Fulton 2015,http://adsabs.harvard.edu/abs/2015ApJ...805..175F
Kepler-57 c,,0.0942979,11.6092567,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B
HD 168443 c,17.3857,2.85281,1749.83,0.2113,64.87,2455599.9,297.7,Pilyavsky 2011 (corrected: priv. comm.),http://adsabs.harvard.edu/abs/2011ApJ...743..162P,Marcy 2001,http://adsabs.harvard.edu/abs/2001ApJ...555..418M
Kepler-172 c,,0.0673847,6.388996,,90,2455008.47434,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-70 A b,0.589331,0.0485382,3.7130203,0,90,2455736.50348,72.3,Anderson 2014,http://adsabs.harvard.edu/abs/2014MNRAS.445.1114A,Anderson 2014,http://adsabs.harvard.edu/abs/2014MNRAS.445.1114A
Kepler-400 c,,0.131115,17.340824,,90,2454971.96655,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-220 e,,0.250899,45.902733,,90,2454999.56251,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-57 b,0.675475,0.0386362,2.838971,0,90,2455717.87811,100,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F
HAT-P-37 b,1.1719,0.0379273,2.79736,0.058,164,2455642.67,177.7,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B
Kepler-198 c,,0.264081,49.567416,,90,2455002.54001,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-249 b,,0.0434366,3.306539,,90,2454967.371,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-106 b,1.815,0.089107,9.289715,0,,,165.3,Smith 2014,http://adsabs.harvard.edu/abs/2014A%26A...570A..64S,Smith 2014,http://adsabs.harvard.edu/abs/2014A%26A...570A..64S
HD 81040 b,6.87654,1.9372,1001.7,0.526,81.3,2452504,168,Sozzetti 2006,http://adsabs.harvard.edu/abs/2006A%26A...449..417S,Sozzetti 2006,http://adsabs.harvard.edu/abs/2006A%26A...449..417S
HD 208527 b,10.014,2.099,875.5,0.08,278,2450745.3,155.4,Lee 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A...2L,Lee 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A...2L
Kepler-165 b,,0.0794582,8.180848,,90,2455009.70113,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-28 b,,0.0581375,5.91213,0,90,2454975.6227,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-118 c,,0.145024,20.17202,,90,2454974.2084,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-32 b,0.861357,0.0342627,2.150008,0,0,2454415.982,122.8,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H
GJ 163 c,0.0215524,0.125354,25.63058,0.099,3.962,2452922.2303,2.75,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B
HD 95089 b,1.12925,1.38575,507,0.157,317,2454983,23.5,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J
XO-3 b,13.0547,0.0477112,3.1915426,0.2884,346.3,2454024.7278,1488,Winn 2009,http://adsabs.harvard.edu/abs/2009ApJ...700..302W,Johns-Krull 2008,http://adsabs.harvard.edu/abs/2008ApJ...677..657J
HD 114729 b,0.944758,2.10235,1114,0.167,93,2450520,18.8,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B
Kepler-122 e,,0.221179,37.993273,,90,2454996.01553,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-103 c,,0.64119,179.612,0,,,3.85,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
HD 100655 b,1.33352,0.682908,157.57,0.085,132,2453072.4,35.2,Omiya 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...34O,Omiya 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...34O
Kepler-400 b,,0.0848304,9.024389,,90,2454966.53848,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-106 c,,0.111348,13.5708,0,,,2.71,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-113 b,,0.0502736,4.754,0,,,5.4,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
HD 142415 b,1.66194,1.06061,386.29999,0.5,255,2451519,51.3,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M
CoRoT-9 b,0.843564,0.406991,95.2738,0.11,37,2454591.853,38,Deeg 2010,http://adsabs.harvard.edu/abs/2010Natur.464..384D,Deeg 2010,http://adsabs.harvard.edu/abs/2010Natur.464..384D
HD 114386 b,1.3637,1.72685,937.70001,0.23,273,2450454,34.3,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M
HD 103197 b,0.0982431,0.249018,47.84,0,0,2454826,5.9,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M
7 CMa b,2.43233,1.80264,763,0.14,12,2455520,44.9,Wittenmyer 2011,http://adsabs.harvard.edu/abs/2011ApJ...743..184W,Wittenmyer 2011,http://adsabs.harvard.edu/abs/2011ApJ...743..184W
K2-3 b,,0.0769351,10.05403,,,,,Crossfield 2015,http://adsabs.harvard.edu/abs/2015ApJ...804...10C,Crossfield 2015,http://adsabs.harvard.edu/abs/2015ApJ...804...10C
Kepler-368 b,,0.175473,26.84768,,90,2454975.16776,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-335 b,,0.0685981,6.562331,,90,2454965.60635,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-16 b,0.839364,0.0417858,3.1186009,0,90,2454584.42878,116.7,Lister 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..752L,Lister 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..752L
Kepler-316 b,,0.0335097,2.240508,,90,2454970.82156,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 152581 b,1.51375,1.48938,689,0,321,2455320,36.6,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J
KIC 11442793 h,,0.996347,331.60059,,,,,Cabrera 2014,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C
Kepler-103 b,0.030444,0.127704,15.9654,0,,,2.32,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-338 b,,0.112199,13.726976,,90,2454971.74833,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-129 b,,0.123186,15.79186,,90,2455009.82166,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
PH-1 b,,0.629412,138.506,0.0539,348,2454970,,Schwamb 2013,http://adsabs.harvard.edu/abs/2013ApJ...768..127S,Schwamb 2013,http://adsabs.harvard.edu/abs/2013ApJ...768..127S
Kepler-306 d,,0.131044,17.326644,,90,2455193.50885,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-37 d,0.0057744,0.212021,39.792187,0.102489,107.021,2455006.722,0.4,Barclay 2013,http://adsabs.harvard.edu/abs/2013Natur.494..452B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
HD 13908 c,5.13,2.03386,931,0.12,185,2456165,90.9,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M
HD 125595 b,0.0416764,0.0809437,9.6737,0,90,2454435.23,4.79,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S
WASP-79 b,0.884655,0.0534741,3.6623817,0,90,2455545.23479,88.2,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S
Kepler-107 b,,0.0423212,3.179997,,90,2454966.49904,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-109 c,,0.151991,21.2227,0,,,0.43,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
HIP 57274 c,0.410096,0.177758,32.03,0.05,356.2,2455785.208,32.4,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F
Kepler-30 d,,0.534239,143.343,0.022,197,2455171.827,,Sanchis-Ojeda 2012,http://adsabs.harvard.edu/abs/2012Natur.487..449S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-158 c,,0.18282,28.551383,,90,2455018.47678,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 93083 b,0.368176,0.476549,143.58,0.14,333.5,2453181.7,18.3,Lovis 2005,http://adsabs.harvard.edu/abs/2005A%26A...437.1121L,Lovis 2005,http://adsabs.harvard.edu/abs/2005A%26A...437.1121L
HD 31253 b,0.501427,1.26054,466,0.3,244,2450660,12,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M
Kepler-357 c,,0.128672,16.85837,,90,2454975.34264,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 89744 b,8.18778,0.902604,256.78,0.673,195.1,2451505.5,271.6,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Korzennik 2000,http://adsabs.harvard.edu/abs/2000ApJ...533L.147K
HD 183263 c,3.47646,4.29488,3066,0.23873,344.598,2451970.94,46.32,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W
WASP-42 b,0.496749,0.0547344,4.9816877,0,90,2455650.56723,64.3,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L
Kepler-53 d,,0.0893308,9.751962,,90,2454971.7852,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-48 b,0.0123287,0.0532027,4.778,0,,,1.62,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
HD 192310 c,0.0736073,1.18358,525.8,0.32,110,2455311.915,2.27,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P
HD 1690 b,6.52644,1.36191,533,0.64,122,2454449,190,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M
HAT-P-41 b,0.799609,0.0425775,2.694047,0,90,2454983.86167,92.5,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H
Kepler-42 c,,0.00585017,0.45328509,,,,,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
HD 28185 b,5.79721,1.02341,379,0.05,44,2454230.5,163.5,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,Santos 2001,http://adsabs.harvard.edu/abs/2001A%26A...379..999S
HIP 97233 b,19.8471,2.5395,1058.8,0.61,249.3,2455856.3,320.1,Jones 2014,http://adsabs.harvard.edu/abs/2015A%26A...573A...3J,Jones 2014,http://adsabs.harvard.edu/abs/2015A%26A...573A...3J
HD 23127 b,1.40487,2.31864,1214,0.44,190,2450229,27.5,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O
HD 154672 b,5.00638,0.598618,163.94,0.61,265,2453045.3,225,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L
Kepler-275 d,,0.212092,35.676062,,90,2454978.00066,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-52 b,,0.0630945,7.8773565,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
OGLE-TR-10 b,0.626643,0.0434856,3.10129,0,90,2452070.222,80,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Konacki 2005,http://adsabs.harvard.edu/abs/2005ApJ...624..372K
Kepler-370 b,,0.0539702,4.57953,,90,2454968.09728,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
gamma Leo A b,10.3722,1.29554,428.5,0.144,206.7,2451236,208.3,Han 2010,http://adsabs.harvard.edu/abs/2010A%26A...509A..24H,Han 2010,http://adsabs.harvard.edu/abs/2010A%26A...509A..24H
NN Ser c,2.24099,6.15467,5571,0.22,39,2453155,26.3,Horner 2012,http://adsabs.harvard.edu/abs/2012MNRAS.425..749H,Beuermann 2010,http://adsabs.harvard.edu/abs/2010A%26A...521L..60B
HAT-P-2 b,8.85612,0.0679088,5.6334729,0.5171,185.22,2454388.0774003,983.9,Pal 2010,http://adsabs.harvard.edu/abs/2010MNRAS.401.2665P,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...670..826B
HAT-P-24 b,0.685652,0.0465021,3.35524,0.067,197,2455214.549,83,Kipping 2010,http://adsabs.harvard.edu/abs/2010ApJ...725.2017K,Kipping 2010,http://adsabs.harvard.edu/abs/2010ApJ...725.2017K
HD 11506 b,4.7347,2.60488,1405,0.3,262,2453603,80,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F
tau Boo b,4.13,0.0480039,3.312433,0.023,90,2455652.108,466.4,Brogi 2012,http://adsabs.harvard.edu/abs/2012Natur.486..502B,Butler 1997,http://adsabs.harvard.edu/abs/1997ApJ...474L.115B
Kepler-422 b,0.43015,0.0812822,7.8914483,0.016,,2455010.25005,40,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E
Kepler-124 c,,0.112713,13.821375,,90,2454964.79391,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-184 c,,0.145651,20.303005,,90,2455009.80167,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
XO-2S c,1.371,0.47557,120.8,0.1528,264.5,2456408.1,57.68,Desidera 2014,http://adsabs.harvard.edu/abs/2014A%26A...567L...6D,Desidera 2014,http://adsabs.harvard.edu/abs/2014A%26A...567L...6D
HD 34445 b,0.790506,2.06642,1049,0.27,104,2453781,15.7,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H
Kepler-318 b,,0.0546218,4.662715,,90,2454967.08179,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
OGLE-2007-BLG-368L b,,,,,,,,Sumi 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1641S,Sumi 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1641S
KELT-7 b,1.26419,0.0441609,2.7347749,0,90,,138,Bieryla 2015,http://adsabs.harvard.edu/abs/2015AJ....150...12B,Bieryla 2015,http://adsabs.harvard.edu/abs/2015AJ....150...12B
HD 125612 b,3.06805,1.3728,559.40487,0.45899,41.4902,2454894.84807,79.793,Lo Curto 2010 (corrected: priv. comm.),http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F
Kepler-20 f,,0.137859,19.57706,0,,2454968.219,,Fressin 2012,http://adsabs.harvard.edu/abs/2012Natur.482..195F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-198 b,,0.13337,17.790037,,90,2455015.43638,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
42 Dra b,3.73203,1.16693,479.1,0.38,218.7,2452757.4,110.5,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D
Kepler-216 b,,0.0762713,7.693641,,90,2455009.50106,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-292 d,,0.0719945,7.055679,,90,2455014.90973,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-53 b,,0.136705,18.6489525,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-11 b,,0.0914497,10.3039,0.045,45,2455588.553,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L
HD 153950 b,2.74209,1.28031,499.4,0.34,308.2,2454502,69.15,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M
Kepler-69 b,,0.104565,13.722341,0.16,,2454964.681,,Barclay 2013,http://adsabs.harvard.edu/abs/2013ApJ...768..101B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-27 c,,0.168484,31.3309,0,90,2454986.4274,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
HD 16141 b,0.249652,0.355656,75.523,0.252,42,2450338,11.99,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2000,http://adsabs.harvard.edu/abs/2000ApJ...536L..43M
Kepler-221 c,,0.0623799,5.690586,,90,2455007.04865,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-97 b,1.31694,0.0330527,2.07276,0,90,2456438.18683,194.5,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H
Kepler-7 b,0.436942,0.0622369,4.885525,0,90,2454967.27571,42.9,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L
HIP 91258 b,1.068,0.0566534,5.0505,0.024,276,2456164.275,130.9,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M
WASP-24 b,1.08429,0.0365155,2.3412127,0,90,2455081.37941,148.2,Simpson 2011,http://adsabs.harvard.edu/abs/2011MNRAS.414.3023S,Street 2010,http://adsabs.harvard.edu/abs/2010ApJ...720..337S
HAT-P-29 b,0.778006,0.0666842,5.723186,0.095,169,2455198.664,78.3,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B
Kepler-38 b,,0.429659,105.595,0,,,,Orosz 2012,http://adsabs.harvard.edu/abs/2012ApJ...758...87O,Orosz 2012,http://adsabs.harvard.edu/abs/2012ApJ...758...87O
HD 204313 d,1.60642,3.94498,2831.6,0.28,247,2446376.9,23.7,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...50R,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...50R
PSR B1257+12 B,,0.321369,66.5419,0.0186,250.4,2449768.1,,Konacki 2003,http://adsabs.harvard.edu/abs/2003ApJ...591L.147K,Wolszczan 1992,http://adsabs.harvard.edu//abs/1992Natur.355..145W
Kepler-147 b,,0.10603,12.610584,,90,2454971.19015,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 50554 b,4.39876,2.26097,1224,0.444,7.4,2450646,91.5,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Fischer 2002,http://adsabs.harvard.edu/abs/2002PASP..114..529F
HD 11964 c,0.0770689,0.226601,37.910254,0.301733,101.941,2454366.648,4.64578,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W
Kepler-79 d,,0.272969,52.09059,0.025,55.01,2454991.74508,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-344 c,,0.490824,125.596809,,90,2455048.44167,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 13189 b,7.12332,1.25186,471.6,0.27,160.7,2452327.9,173.3,Hatzes 2005,http://adsabs.harvard.edu/abs/2005A&A...437..743H,Hatzes 2005,http://adsabs.harvard.edu/abs/2005A&A...437..743H
HD 60532 b,1.0348,0.759258,201.3,0.28,351.9,2453987,29.3,Desort 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..883D,Desort 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..883D
HAT-P-11 b,0.0825071,0.0525443,4.8878162,0.198,355.2,2454609.800713,11.6,Bakos 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B,Bakos 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B
Kepler-406 b,0.0199895,0.0361437,2.42629,0,90,,2.89,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
